agent_id,persona,entry_gate,initial_destination,speed_mps,patience,group_size
A01331,tourist,GATE_A,FAN_ZONE,1.15,0.65,4
A01332,family,GATE_C,FOOD_S,1.05,0.61,1
A01333,hardcore_fan,GATE_A,FAN_ZONE,1.28,0.89,1
A01334,hardcore_fan,GATE_C,PIT_WALK,1.55,1,4
A01335,family,GATE_VIP,GS_C,0.97,0.53,1
A01336,family,GATE_A,FAN_ZONE,0.9,0.51,1
A01337,hardcore_fan,GATE_A,MERCH,1.36,0.74,1
A01338,hardcore_fan,GATE_B,GS_A,1.22,0.73,2
A01339,photographer,GATE_B,GS_B,1.21,0.78,3
A01340,photographer,GATE_C,MERCH,1.25,0.69,1
A01341,photographer,GATE_C,FAN_ZONE,1.5,0.75,4
A01342,tourist,GATE_C,FAN_ZONE,1.04,0.57,2
A01343,photographer,GATE_C,GS_A,1.15,0.78,5
A01344,family,GATE_C,GS_C,0.85,0.42,3
A01345,hardcore_fan,GATE_B,GS_A,1.48,0.79,5
A01346,hardcore_fan,GATE_B,GS_C,1.48,0.79,5
A01347,photographer,GATE_C,MERCH,1.29,0.69,2
A01348,tourist,GATE_C,GS_C,1.23,0.54,1
A01349,hardcore_fan,GATE_C,GS_A,1.39,0.77,5
A01350,hardcore_fan,GATE_B,GS_A,1.41,0.81,2
A01351,hardcore_fan,GATE_VIP,GS_C,1.7,0.99,1
A01352,hardcore_fan,GATE_VIP,FAN_ZONE,1.46,0.8,2
A01353,tourist,GATE_VIP,FOOD_N,1.09,0.51,5
A01354,hardcore_fan,GATE_C,PIT_WALK,1.61,0.8,1
A01355,tourist,GATE_B,FOOD_N,1.19,0.58,4
A01356,vip,GATE_A,PIT_WALK,1.39,0.92,2
A01357,tourist,GATE_A,MERCH,1.35,0.51,1
A01358,hardcore_fan,GATE_C,GS_A,1.37,0.9,3
A01359,vip,GATE_VIP,PIT_WALK,1.28,0.82,1
A01360,family,GATE_B,FAN_ZONE,1.15,0.68,2
A01361,family,GATE_B,FOOD_S,1.09,0.63,1
A01362,tourist,GATE_B,PIT_WALK,1.44,0.82,5
A01363,tourist,GATE_A,FAN_ZONE,1.23,0.64,3
A01364,hardcore_fan,GATE_C,PIT_WALK,1.52,0.83,1
A01365,photographer,GATE_C,FAN_ZONE,1.29,0.69,1
A01366,photographer,GATE_B,GS_B,1.17,0.56,4
A01367,family,GATE_B,GS_C,0.98,0.51,4
A01368,hardcore_fan,GATE_B,PIT_WALK,1.47,0.83,2
A01369,family,GATE_A,GS_C,0.97,0.5,1
A01370,hardcore_fan,GATE_C,GS_A,1.39,0.8,1
A01371,tourist,GATE_VIP,FAN_ZONE,1.3,0.63,1
A01372,photographer,GATE_A,MERCH,1.31,0.77,3
A01373,tourist,GATE_VIP,FOOD_N,1.18,0.66,2
A01374,family,GATE_B,FOOD_S,1.08,0.65,1
A01375,vip,GATE_C,GS_A,1.33,1,3
A01376,hardcore_fan,GATE_A,GS_A,1.31,0.73,2
A01377,hardcore_fan,GATE_C,GS_B,1.43,0.96,1
A01378,family,GATE_VIP,FOOD_S,0.98,0.58,3
A01379,hardcore_fan,GATE_VIP,PIT_WALK,1.52,0.97,1
A01380,family,GATE_C,FOOD_S,0.96,0.55,1
A01381,vip,GATE_A,GS_A,1.5,0.99,1
A01382,hardcore_fan,GATE_B,GS_A,1.58,0.87,1
A01383,hardcore_fan,GATE_A,PIT_WALK,1.49,0.87,2
A01384,family,GATE_B,FAN_ZONE,1.0,0.55,2
A01385,hardcore_fan,GATE_VIP,FAN_ZONE,1.42,0.93,1
A01386,tourist,GATE_C,MERCH,1.29,0.64,2
A01387,tourist,GATE_C,FAN_ZONE,1.25,0.66,2
A01388,photographer,GATE_C,GS_A,1.27,0.78,4
A01389,hardcore_fan,GATE_A,GS_B,1.53,0.81,1
A01390,photographer,GATE_C,MERCH,1.34,0.79,2
A01391,photographer,GATE_C,GS_A,1.2,0.82,1
A01392,family,GATE_A,MERCH,0.98,0.56,2
A01393,hardcore_fan,GATE_A,GS_A,1.41,0.84,1
A01394,family,GATE_B,GS_C,1.05,0.51,1
A01395,hardcore_fan,GATE_VIP,GS_A,1.62,0.81,1
A01396,hardcore_fan,GATE_C,GS_A,1.5,0.78,3
A01397,tourist,GATE_C,FOOD_N,1.03,0.56,1
A01398,hardcore_fan,GATE_C,GS_A,1.5,0.75,4
A01399,family,GATE_A,GS_C,0.94,0.55,1
A01400,hardcore_fan,GATE_C,GS_A,1.57,0.8,3
A01401,tourist,GATE_A,FOOD_N,1.18,0.61,3
A01402,vip,GATE_B,PIT_WALK,1.14,0.97,2
A01403,hardcore_fan,GATE_C,FAN_ZONE,1.38,0.88,1
A01404,tourist,GATE_A,FAN_ZONE,1.31,0.7,1
A01405,tourist,GATE_C,MERCH,1.38,0.52,4
A01406,tourist,GATE_VIP,FAN_ZONE,1.05,0.65,1
A01407,family,GATE_C,GS_A,1.0,0.44,3
A01408,hardcore_fan,GATE_C,MERCH,1.54,0.72,1
A01409,tourist,GATE_VIP,FOOD_N,1.29,0.59,2
A01410,hardcore_fan,GATE_B,GS_A,1.43,0.87,5
A01411,family,GATE_B,GS_C,1.07,0.52,1
A01412,hardcore_fan,GATE_B,GS_A,1.59,0.85,4
A01413,hardcore_fan,GATE_B,FAN_ZONE,1.33,0.75,1
A01414,photographer,GATE_C,FAN_ZONE,1.31,0.75,5
A01415,hardcore_fan,GATE_B,GS_A,1.5,0.82,3
A01416,hardcore_fan,GATE_B,GS_A,1.24,0.82,4
A01417,hardcore_fan,GATE_B,GS_A,1.41,0.81,4
A01418,family,GATE_B,FOOD_N,0.92,0.54,5
A01419,tourist,GATE_B,FAN_ZONE,1.2,0.64,2
A01420,hardcore_fan,GATE_A,GS_A,1.37,0.88,1
A01421,hardcore_fan,GATE_A,GS_B,1.41,0.8,4
A01422,family,GATE_B,FOOD_S,1.12,0.63,4
A01423,family,GATE_VIP,FOOD_N,0.96,0.57,1
A01424,vip,GATE_A,PIT_WALK,1.5,0.91,1
A01425,tourist,GATE_B,PIT_WALK,1.19,0.58,2
A01426,hardcore_fan,GATE_A,GS_B,1.33,0.77,1
A01427,hardcore_fan,GATE_C,PIT_WALK,1.53,0.85,4
A01428,hardcore_fan,GATE_C,PIT_WALK,1.41,0.77,1
A01429,hardcore_fan,GATE_C,GS_B,1.48,0.88,4
A01430,hardcore_fan,GATE_VIP,FAN_ZONE,1.33,0.89,1
A01431,photographer,GATE_B,PIT_WALK,1.21,0.56,2
A01432,hardcore_fan,GATE_B,GS_B,1.4,0.8,2
A01433,family,GATE_VIP,FOOD_S,1.0,0.7,1
A01434,hardcore_fan,GATE_A,GS_C,1.48,0.93,1
A01435,family,GATE_A,FAN_ZONE,0.98,0.58,1
A01436,tourist,GATE_C,FAN_ZONE,1.08,0.75,3
A01437,hardcore_fan,GATE_A,GS_B,1.49,0.87,1
A01438,hardcore_fan,GATE_VIP,PIT_WALK,1.48,0.81,5
A01439,photographer,GATE_A,PIT_WALK,1.21,0.84,2
A01440,family,GATE_A,GS_C,0.86,0.6,3
A01441,photographer,GATE_B,PIT_WALK,1.33,0.74,4
A01442,family,GATE_VIP,FOOD_S,1.04,0.6,1
A01443,hardcore_fan,GATE_VIP,GS_A,1.51,0.84,4
A01444,family,GATE_B,FAN_ZONE,1.1,0.58,4
A01445,tourist,GATE_B,FOOD_N,1.2,0.66,2
A01446,tourist,GATE_A,GS_C,1.08,0.64,2
A01447,hardcore_fan,GATE_A,GS_C,1.39,0.84,1
A01448,family,GATE_A,FOOD_S,1.08,0.53,1
A01449,hardcore_fan,GATE_C,GS_B,1.45,0.98,1
A01450,hardcore_fan,GATE_B,GS_B,1.42,0.87,2
A01451,tourist,GATE_B,FOOD_N,1.18,0.67,1
A01452,vip,GATE_A,FOOD_N,1.47,1,1
A01453,tourist,GATE_C,GS_C,1.19,0.75,2
A01454,vip,GATE_A,PIT_WALK,1.19,0.84,4
A01455,hardcore_fan,GATE_A,GS_C,1.3,0.96,1
A01456,family,GATE_B,FOOD_N,1.06,0.63,1
A01457,tourist,GATE_A,FAN_ZONE,1.24,0.71,2
A01458,hardcore_fan,GATE_A,GS_A,1.67,0.75,1
A01459,tourist,GATE_A,GS_A,1.25,0.65,4
A01460,hardcore_fan,GATE_C,PIT_WALK,1.43,0.83,2
A01461,vip,GATE_A,MERCH,1.21,0.83,1
A01462,photographer,GATE_A,PIT_WALK,1.22,0.84,2
A01463,hardcore_fan,GATE_C,PIT_WALK,1.48,0.8,5
A01464,hardcore_fan,GATE_A,GS_C,1.41,0.82,1
A01465,hardcore_fan,GATE_A,GS_B,1.48,0.82,2
A01466,hardcore_fan,GATE_B,GS_A,1.41,0.81,4
A01467,tourist,GATE_C,GS_C,0.89,0.66,2
A01468,hardcore_fan,GATE_VIP,GS_B,1.41,0.83,1
A01469,photographer,GATE_C,GS_A,1.17,0.73,4
A01470,hardcore_fan,GATE_C,GS_A,1.49,0.79,1
A01471,hardcore_fan,GATE_B,GS_B,1.43,1,1
A01472,vip,GATE_C,FOOD_N,1.36,0.86,1
A01473,family,GATE_C,FOOD_S,0.96,0.55,4
A01474,photographer,GATE_A,GS_A,1.36,0.75,4
A01475,family,GATE_B,FAN_ZONE,1.13,0.53,3
A01476,hardcore_fan,GATE_VIP,FAN_ZONE,1.36,0.91,5
A01477,family,GATE_C,FAN_ZONE,0.91,0.51,2
A01478,tourist,GATE_A,FAN_ZONE,1.22,0.65,5
A01479,photographer,GATE_VIP,GS_A,1.19,0.86,1
A01480,hardcore_fan,GATE_A,PIT_WALK,1.67,0.82,2
A01481,hardcore_fan,GATE_A,GS_C,1.56,0.92,1
A01482,family,GATE_A,MERCH,0.89,0.63,1
A01483,family,GATE_C,GS_C,1.03,0.58,2
A01484,hardcore_fan,GATE_C,PIT_WALK,1.49,0.89,1
A01485,tourist,GATE_C,FAN_ZONE,1.12,0.68,1
A01486,hardcore_fan,GATE_A,PIT_WALK,1.61,0.87,1
A01487,hardcore_fan,GATE_C,GS_C,1.54,0.79,2
A01488,photographer,GATE_B,PIT_WALK,1.25,0.77,1
A01489,family,GATE_VIP,GS_C,1.03,0.64,2
A01490,family,GATE_C,MERCH,0.97,0.53,5
A01491,family,GATE_C,FAN_ZONE,0.98,0.57,3
A01492,tourist,GATE_A,FAN_ZONE,1.32,0.69,3
A01493,hardcore_fan,GATE_A,GS_B,1.57,0.89,2
A01494,hardcore_fan,GATE_A,FAN_ZONE,1.45,0.88,1
A01495,tourist,GATE_C,FAN_ZONE,1.11,0.8,1
A01496,photographer,GATE_C,MERCH,1.21,0.75,4
A01497,tourist,GATE_VIP,FOOD_N,1.28,0.69,1
A01498,family,GATE_C,GS_C,1.03,0.47,1
A01499,hardcore_fan,GATE_A,GS_B,1.48,0.83,2
A01500,photographer,GATE_C,PIT_WALK,1.31,0.71,3
A01501,family,GATE_A,GS_C,0.83,0.43,1
A01502,photographer,GATE_C,GS_B,1.34,0.84,1
A01503,photographer,GATE_C,MERCH,1.31,0.76,2
A01504,family,GATE_VIP,FOOD_S,1.04,0.57,3
A01505,hardcore_fan,GATE_A,GS_A,1.37,0.82,1
A01506,hardcore_fan,GATE_C,GS_A,1.37,0.86,5
A01507,tourist,GATE_A,FAN_ZONE,1.17,0.64,2
A01508,family,GATE_C,GS_A,1.07,0.6,3
A01509,family,GATE_C,FAN_ZONE,0.98,0.69,1
A01510,tourist,GATE_C,FOOD_N,1.21,0.78,1
A01511,hardcore_fan,GATE_A,GS_B,1.27,0.79,2
A01512,family,GATE_B,GS_C,0.86,0.57,5
A01513,hardcore_fan,GATE_A,GS_A,1.55,0.83,4
A01514,hardcore_fan,GATE_B,GS_A,1.57,0.85,5
A01515,hardcore_fan,GATE_B,GS_B,1.5,0.84,2
A01516,hardcore_fan,GATE_A,GS_B,1.28,0.96,3
A01517,vip,GATE_VIP,PIT_WALK,1.36,0.91,4
A01518,hardcore_fan,GATE_C,GS_A,1.54,0.88,2
A01519,photographer,GATE_B,GS_B,1.35,0.89,1
A01520,vip,GATE_A,MERCH,1.26,1.0,1
A01521,hardcore_fan,GATE_VIP,GS_B,1.28,0.82,4
A01522,family,GATE_C,FAN_ZONE,1.17,0.56,2
A01523,hardcore_fan,GATE_C,GS_B,1.32,1,3
A01524,hardcore_fan,GATE_C,FAN_ZONE,1.36,0.85,4
A01525,hardcore_fan,GATE_C,MERCH,1.63,0.8,5
A01526,tourist,GATE_C,FAN_ZONE,1.2,0.6,1
A01527,tourist,GATE_A,FAN_ZONE,1.25,0.75,1
A01528,family,GATE_B,FAN_ZONE,0.94,0.67,1
A01529,tourist,GATE_C,MERCH,1.12,0.68,4
A01530,family,GATE_C,GS_C,1.05,0.62,1
A01531,tourist,GATE_A,MERCH,1.17,0.75,4
A01532,tourist,GATE_C,GS_C,1.24,0.63,1
A01533,vip,GATE_A,GS_A,1.27,0.85,5
A01534,tourist,GATE_C,MERCH,1.12,0.59,1
A01535,tourist,GATE_C,FAN_ZONE,1.22,0.56,1
A01536,hardcore_fan,GATE_B,GS_A,1.67,0.82,4
A01537,photographer,GATE_C,FAN_ZONE,1.11,0.85,2
A01538,family,GATE_A,FOOD_S,0.92,0.69,4
A01539,tourist,GATE_A,GS_C,1.22,0.65,3
A01540,vip,GATE_B,GS_A,1.32,0.94,4
A01541,hardcore_fan,GATE_VIP,GS_A,1.33,0.75,4
A01542,hardcore_fan,GATE_C,MERCH,1.55,0.98,1
A01543,family,GATE_A,FOOD_N,0.86,0.55,4
A01544,vip,GATE_C,PIT_WALK,1.12,0.84,2
A01545,hardcore_fan,GATE_A,GS_A,1.46,0.81,1
A01546,tourist,GATE_A,FOOD_N,1.34,0.64,3
A01547,hardcore_fan,GATE_C,GS_A,1.52,0.98,4
A01548,vip,GATE_C,PIT_WALK,1.48,0.86,1
A01549,hardcore_fan,GATE_VIP,GS_A,1.5,0.89,1
A01550,hardcore_fan,GATE_B,GS_B,1.5,0.79,5
A01551,vip,GATE_B,GS_A,1.3,0.87,4
A01552,family,GATE_B,GS_A,1.02,0.51,1
A01553,photographer,GATE_C,PIT_WALK,1.33,0.72,3
A01554,photographer,GATE_B,PIT_WALK,1.24,0.74,2
A01555,photographer,GATE_A,GS_A,1.42,0.76,1
A01556,hardcore_fan,GATE_B,PIT_WALK,1.5,0.86,1
A01557,tourist,GATE_VIP,FAN_ZONE,0.95,0.67,3
A01558,tourist,GATE_C,MERCH,1.24,0.58,4
A01559,photographer,GATE_A,GS_A,1.39,0.66,4
A01560,hardcore_fan,GATE_C,GS_B,1.48,0.89,5
A01561,family,GATE_B,FOOD_S,0.99,0.61,1
A01562,tourist,GATE_B,FOOD_N,1.1,0.72,1
A01563,family,GATE_C,MERCH,1.0,0.62,3
A01564,family,GATE_A,FOOD_N,0.94,0.57,2
A01565,hardcore_fan,GATE_C,GS_B,1.46,0.81,3
A01566,tourist,GATE_C,FAN_ZONE,1.12,0.62,2
A01567,tourist,GATE_B,FOOD_N,1.15,0.64,2
A01568,tourist,GATE_VIP,GS_A,1.14,0.57,4
A01569,tourist,GATE_B,GS_A,1.21,0.67,5
A01570,family,GATE_VIP,FAN_ZONE,1.04,0.58,3
A01571,tourist,GATE_A,FAN_ZONE,1.37,0.66,1
A01572,photographer,GATE_A,FAN_ZONE,1.13,0.84,1
A01573,hardcore_fan,GATE_A,GS_B,1.5,0.79,2
A01574,hardcore_fan,GATE_C,GS_B,1.37,0.83,1
A01575,family,GATE_C,FAN_ZONE,1.15,0.4,1
A01576,vip,GATE_VIP,PIT_WALK,1.38,1,1
A01577,hardcore_fan,GATE_B,GS_C,1.39,0.87,2
A01578,tourist,GATE_C,GS_A,1.19,0.65,1
A01579,hardcore_fan,GATE_C,GS_A,1.49,0.84,3
A01580,tourist,GATE_C,MERCH,1.13,0.5,5
A01581,hardcore_fan,GATE_B,GS_A,1.28,0.78,4
A01582,tourist,GATE_C,MERCH,1.21,0.73,5
A01583,photographer,GATE_B,PIT_WALK,1.31,0.8,2
A01584,tourist,GATE_B,GS_A,1.21,0.75,2
A01585,tourist,GATE_A,MERCH,1.23,0.75,5
A01586,vip,GATE_A,PIT_WALK,1.38,0.99,3
A01587,vip,GATE_B,GS_A,1.42,0.97,1
A01588,hardcore_fan,GATE_B,MERCH,1.53,0.79,4
A01589,hardcore_fan,GATE_A,GS_A,1.38,0.98,1
A01590,hardcore_fan,GATE_C,GS_C,1.46,1.0,1
A01591,hardcore_fan,GATE_B,GS_B,1.42,0.88,1
A01592,family,GATE_A,FAN_ZONE,0.92,0.58,5
A01593,hardcore_fan,GATE_A,GS_B,1.44,0.78,2
A01594,hardcore_fan,GATE_A,GS_A,1.36,0.8,1
A01595,tourist,GATE_C,PIT_WALK,1.21,0.67,1
A01596,tourist,GATE_A,MERCH,1.17,0.79,4
A01597,family,GATE_A,FOOD_S,1.06,0.51,2
A01598,hardcore_fan,GATE_A,GS_B,1.43,0.79,1
A01599,hardcore_fan,GATE_B,GS_C,1.37,0.86,2
A01600,hardcore_fan,GATE_C,GS_A,1.4,0.92,1
A01601,tourist,GATE_B,FAN_ZONE,1.4,0.63,1
A01602,tourist,GATE_C,FOOD_N,1.33,0.63,5
A01603,photographer,GATE_B,GS_A,1.45,0.76,2
A01604,vip,GATE_B,PIT_WALK,1.38,0.92,2
A01605,vip,GATE_B,GS_A,1.28,0.97,5
A01606,hardcore_fan,GATE_B,PIT_WALK,1.42,0.91,5
A01607,hardcore_fan,GATE_C,GS_C,1.73,0.88,2
A01608,tourist,GATE_A,MERCH,1.21,0.76,4
A01609,family,GATE_C,GS_C,1.14,0.52,2
A01610,photographer,GATE_C,FAN_ZONE,1.06,0.81,1
A01611,hardcore_fan,GATE_C,PIT_WALK,1.37,0.9,2
A01612,hardcore_fan,GATE_A,GS_B,1.37,0.93,4
A01613,vip,GATE_C,GS_A,1.32,0.93,1
A01614,family,GATE_C,FAN_ZONE,1.15,0.7,1
A01615,hardcore_fan,GATE_A,PIT_WALK,1.48,0.85,2
A01616,vip,GATE_A,GS_A,1.44,0.9,1
A01617,hardcore_fan,GATE_A,PIT_WALK,1.48,0.77,1
A01618,photographer,GATE_C,GS_A,1.29,0.68,1
A01619,hardcore_fan,GATE_A,FAN_ZONE,1.45,0.96,4
A01620,family,GATE_VIP,GS_C,0.99,0.61,2
A01621,hardcore_fan,GATE_B,PIT_WALK,1.47,0.81,2
A01622,hardcore_fan,GATE_B,GS_A,1.42,0.91,5
A01623,family,GATE_B,FOOD_N,0.95,0.56,5
A01624,tourist,GATE_B,FOOD_N,1.14,0.7,5
A01625,family,GATE_B,GS_C,0.77,0.49,4
A01626,hardcore_fan,GATE_A,FAN_ZONE,1.48,0.76,3
A01627,hardcore_fan,GATE_B,GS_B,1.4,0.96,4
A01628,hardcore_fan,GATE_C,GS_B,1.46,0.77,1
A01629,hardcore_fan,GATE_A,MERCH,1.56,0.91,2
A01630,tourist,GATE_C,GS_C,1.3,0.71,1
A01631,tourist,GATE_B,FOOD_N,1.25,0.64,1
A01632,hardcore_fan,GATE_B,MERCH,1.57,0.85,2
A01633,hardcore_fan,GATE_A,GS_B,1.48,0.87,2
A01634,hardcore_fan,GATE_A,GS_B,1.27,0.95,2
A01635,family,GATE_VIP,FOOD_N,1.07,0.48,5
A01636,photographer,GATE_C,GS_B,1.26,0.72,2
A01637,hardcore_fan,GATE_C,GS_B,1.37,0.86,1
A01638,photographer,GATE_B,PIT_WALK,1.18,0.82,1
A01639,family,GATE_C,GS_C,0.99,0.58,4
A01640,hardcore_fan,GATE_B,GS_B,1.56,0.79,1
A01641,photographer,GATE_B,GS_A,1.38,0.7,1
A01642,photographer,GATE_B,FAN_ZONE,1.21,0.75,4
A01643,family,GATE_A,GS_C,0.93,0.48,5
A01644,tourist,GATE_C,FAN_ZONE,1.21,0.59,4
A01645,hardcore_fan,GATE_C,GS_B,1.58,0.83,1
A01646,tourist,GATE_VIP,GS_A,1.15,0.64,3
A01647,tourist,GATE_C,FOOD_N,1.22,0.63,1
A01648,photographer,GATE_A,GS_A,1.48,0.85,5
A01649,hardcore_fan,GATE_A,PIT_WALK,1.6,0.79,1
A01650,photographer,GATE_A,FAN_ZONE,1.3,0.68,1
A01651,hardcore_fan,GATE_A,GS_A,1.45,0.77,3
A01652,tourist,GATE_C,GS_C,1.13,0.75,4
A01653,hardcore_fan,GATE_C,GS_B,1.49,0.93,2
A01654,hardcore_fan,GATE_C,GS_B,1.28,0.83,1
A01655,tourist,GATE_C,FOOD_N,1.25,0.77,1
A01656,family,GATE_B,FAN_ZONE,1.06,0.57,5
A01657,hardcore_fan,GATE_A,PIT_WALK,1.36,0.85,1
A01658,vip,GATE_B,GS_A,1.44,0.84,1
A01659,vip,GATE_A,PIT_WALK,1.37,0.99,3
A01660,hardcore_fan,GATE_C,GS_A,1.5,0.79,3
A01661,hardcore_fan,GATE_C,MERCH,1.57,0.89,2
A01662,family,GATE_A,FOOD_S,1.09,0.6,2
A01663,tourist,GATE_A,MERCH,1.26,0.79,1
A01664,hardcore_fan,GATE_B,GS_C,1.58,0.8,1
A01665,hardcore_fan,GATE_A,FAN_ZONE,1.58,0.79,1
A01666,hardcore_fan,GATE_A,GS_B,1.43,0.69,5
A01667,photographer,GATE_A,GS_A,1.42,0.77,3
A01668,family,GATE_B,FOOD_N,1.02,0.55,1
A01669,hardcore_fan,GATE_C,GS_A,1.37,0.81,1
A01670,tourist,GATE_A,GS_A,1.16,0.58,4
A01671,family,GATE_A,GS_C,0.84,0.45,3
A01672,hardcore_fan,GATE_B,GS_A,1.47,0.94,2
A01673,family,GATE_C,FOOD_N,0.97,0.55,1
A01674,photographer,GATE_A,GS_A,1.4,0.78,2
A01675,hardcore_fan,GATE_B,GS_C,1.45,0.91,4
A01676,family,GATE_A,GS_C,1.0,0.64,5
A01677,tourist,GATE_C,GS_C,1.27,0.59,2
A01678,photographer,GATE_C,GS_B,1.23,0.68,2
A01679,hardcore_fan,GATE_B,GS_A,1.39,0.91,5
A01680,hardcore_fan,GATE_A,GS_A,1.52,0.84,2
A01681,hardcore_fan,GATE_C,PIT_WALK,1.52,0.86,5
A01682,tourist,GATE_B,FAN_ZONE,1.17,0.65,2
A01683,tourist,GATE_B,PIT_WALK,1.38,0.7,4
A01684,family,GATE_C,FAN_ZONE,1.07,0.56,1
A01685,tourist,GATE_B,FOOD_N,1.37,0.67,1
A01686,photographer,GATE_C,GS_B,1.34,0.7,2
A01687,vip,GATE_B,FAN_ZONE,1.25,0.93,1
A01688,vip,GATE_C,FOOD_N,1.43,0.88,5
A01689,family,GATE_C,FOOD_S,0.98,0.73,5
A01690,tourist,GATE_VIP,FAN_ZONE,1.38,0.66,2
A01691,hardcore_fan,GATE_A,GS_B,1.4,0.91,2
A01692,family,GATE_C,FOOD_S,1.05,0.46,1
A01693,hardcore_fan,GATE_C,PIT_WALK,1.51,0.79,1
A01694,family,GATE_B,MERCH,0.81,0.57,2
A01695,family,GATE_C,GS_C,1.1,0.5,1
A01696,family,GATE_A,FOOD_S,0.99,0.63,2
A01697,tourist,GATE_A,FOOD_N,1.25,0.66,1
A01698,hardcore_fan,GATE_B,GS_B,1.4,0.93,2
A01699,hardcore_fan,GATE_C,GS_A,1.44,0.96,3
A01700,family,GATE_A,GS_C,1.09,0.6,1
A01701,family,GATE_A,FAN_ZONE,0.87,0.64,4
A01702,hardcore_fan,GATE_B,GS_A,1.59,0.86,3
A01703,hardcore_fan,GATE_B,GS_C,1.19,0.88,1
A01704,hardcore_fan,GATE_A,FAN_ZONE,1.47,0.84,2
A01705,vip,GATE_B,GS_A,1.22,0.9,3
A01706,photographer,GATE_B,PIT_WALK,1.27,0.72,1
A01707,photographer,GATE_VIP,MERCH,0.98,0.65,4
A01708,family,GATE_A,FOOD_N,1.04,0.46,5
A01709,hardcore_fan,GATE_A,GS_B,1.53,0.82,3
A01710,hardcore_fan,GATE_B,MERCH,1.41,0.78,4
A01711,family,GATE_B,FAN_ZONE,1.13,0.5,2
A01712,family,GATE_B,FOOD_S,1.02,0.52,2
A01713,vip,GATE_B,GS_A,1.4,0.94,2
A01714,hardcore_fan,GATE_A,GS_B,1.39,0.85,5
A01715,tourist,GATE_C,GS_C,1.21,0.64,1
A01716,family,GATE_C,FOOD_S,0.95,0.56,1
A01717,vip,GATE_A,PIT_WALK,1.46,0.94,4
A01718,photographer,GATE_B,GS_B,1.15,0.71,1
A01719,hardcore_fan,GATE_C,GS_A,1.41,0.83,1
A01720,hardcore_fan,GATE_VIP,FAN_ZONE,1.57,0.8,4
A01721,hardcore_fan,GATE_B,GS_A,1.52,0.96,1
A01722,hardcore_fan,GATE_A,GS_B,1.4,0.78,3
A01723,family,GATE_B,FOOD_S,1.04,0.54,2
A01724,family,GATE_A,FAN_ZONE,0.88,0.54,4
A01725,hardcore_fan,GATE_B,PIT_WALK,1.48,0.84,2
A01726,family,GATE_A,FOOD_N,0.96,0.61,1
A01727,hardcore_fan,GATE_A,GS_B,1.51,0.81,2
A01728,photographer,GATE_C,MERCH,1.27,0.72,2
A01729,tourist,GATE_B,FAN_ZONE,1.18,0.64,2
A01730,hardcore_fan,GATE_C,GS_A,1.52,1,4
A01731,tourist,GATE_B,GS_A,1.19,0.68,1
A01732,family,GATE_B,GS_C,1.21,0.38,1
A01733,photographer,GATE_C,PIT_WALK,1.31,0.78,1
A01734,family,GATE_A,FOOD_S,0.83,0.54,3
A01735,photographer,GATE_A,GS_A,1.27,0.67,2
A01736,vip,GATE_C,FAN_ZONE,1.49,0.92,1
A01737,hardcore_fan,GATE_C,PIT_WALK,1.46,0.9,5
A01738,hardcore_fan,GATE_C,GS_C,1.44,0.9,1
A01739,photographer,GATE_C,PIT_WALK,1.34,0.75,2
A01740,tourist,GATE_A,FOOD_N,1.09,0.59,2
A01741,tourist,GATE_B,FOOD_N,1.24,0.7,2
A01742,photographer,GATE_C,GS_B,1.21,0.68,5
A01743,hardcore_fan,GATE_A,MERCH,1.59,0.78,4
A01744,photographer,GATE_B,PIT_WALK,1.38,0.8,3
A01745,tourist,GATE_B,MERCH,1.34,0.75,5
A01746,tourist,GATE_C,FAN_ZONE,1.19,0.7,4
A01747,hardcore_fan,GATE_C,GS_A,1.41,0.91,5
A01748,family,GATE_A,GS_C,0.93,0.55,1
A01749,hardcore_fan,GATE_B,GS_B,1.48,0.89,1
A01750,photographer,GATE_C,GS_B,1.28,0.74,1
A01751,vip,GATE_A,GS_A,1.5,0.84,1
A01752,tourist,GATE_B,MERCH,1.22,0.69,4
A01753,photographer,GATE_A,FAN_ZONE,1.38,0.72,2
A01754,tourist,GATE_A,FAN_ZONE,1.29,0.55,1
A01755,family,GATE_C,GS_C,1.0,0.57,2
A01756,hardcore_fan,GATE_C,PIT_WALK,1.38,0.9,2
A01757,photographer,GATE_A,PIT_WALK,1.25,0.64,1
A01758,hardcore_fan,GATE_C,GS_B,1.54,0.94,4
A01759,hardcore_fan,GATE_C,GS_A,1.4,0.93,1
A01760,hardcore_fan,GATE_B,GS_A,1.58,0.83,4
A01761,hardcore_fan,GATE_A,MERCH,1.34,0.82,2
A01762,family,GATE_VIP,FOOD_S,1.16,0.51,1
A01763,family,GATE_C,GS_C,1.01,0.47,5
A01764,tourist,GATE_C,MERCH,1.3,0.47,1
A01765,tourist,GATE_A,GS_C,1.17,0.63,4
A01766,tourist,GATE_B,FOOD_N,1.13,0.63,5
A01767,hardcore_fan,GATE_B,GS_A,1.5,0.9,4
A01768,photographer,GATE_A,GS_A,1.19,0.72,5
A01769,hardcore_fan,GATE_C,GS_A,1.42,0.77,1
A01770,photographer,GATE_B,GS_A,1.31,0.76,1
A01771,hardcore_fan,GATE_B,MERCH,1.55,0.87,1
A01772,tourist,GATE_B,FAN_ZONE,1.27,0.6,1
